"","seqid","source","type","start","end","strand","phase","sample","cluster_id","nearest_mibig","mibig_class","dice","score","partial_cluster"
"6603","NZ_JADEWU010000025.1","SanntiSv0.9.1","CLUSTER","6672","31940",NA,NA,"GCF_015207485.1_ASM1520748v1_genomic_sanntis.gff","NZ_JADEWU010000025.1_sanntis_1","BGC0001168","NRP","0.704","0.720","partial=00"
"7577","NZ_JADEWU010000028.1","SanntiSv0.9.1","CLUSTER","16270","52207",NA,NA,"GCF_015207485.1_ASM1520748v1_genomic_sanntis.gff","NZ_JADEWU010000028.1_sanntis_1","BGC0001800","NRP Polyketide","0.548","0.930","partial=00"
"8553","NZ_JADEWU010000039.1","SanntiSv0.9.1","CLUSTER","47251","49644",NA,NA,"GCF_015207485.1_ASM1520748v1_genomic_sanntis.gff","NZ_JADEWU010000039.1_sanntis_1","BGC0000647","Terpene","0.385","0.790","partial=00"
"9529","NZ_JADEWU010000110.1","SanntiSv0.9.1","CLUSTER","2","11443",NA,NA,"GCF_015207485.1_ASM1520748v1_genomic_sanntis.gff","NZ_JADEWU010000110.1_sanntis_1","BGC0002005","RiPP","0.436","0.680","partial=10"
"11869","NZ_JADEWT010000001.1","SanntiSv0.9.1","CLUSTER","124352","129029",NA,NA,"GCF_015207505.1_ASM1520750v1_genomic_sanntis.gff","NZ_JADEWT010000001.1_sanntis_1","BGC0000660","Terpene","0.455","0.850","partial=00"
"21417","NZ_JADEWT010000006.1","SanntiSv0.9.1","CLUSTER","18155","53043",NA,NA,"GCF_015207505.1_ASM1520750v1_genomic_sanntis.gff","NZ_JADEWT010000006.1_sanntis_1","BGC0000479","RiPP","0.634","0.620","partial=00"
"3990","NZ_JADEWT010000009.1","SanntiSv0.9.1","CLUSTER","727","17383",NA,NA,"GCF_015207505.1_ASM1520750v1_genomic_sanntis.gff","NZ_JADEWT010000009.1_sanntis_1","BGC0001615","NRP","0.595","0.790","partial=10"
"4740","NZ_JADEWT010000009.1","SanntiSv0.9.1","CLUSTER","52833","63114",NA,NA,"GCF_015207505.1_ASM1520750v1_genomic_sanntis.gff","NZ_JADEWT010000009.1_sanntis_2","BGC0000661","Terpene","0.571","0.530","partial=00"
"5634","NZ_JADEWT010000012.1","SanntiSv0.9.1","CLUSTER","46572","54354",NA,NA,"GCF_015207505.1_ASM1520750v1_genomic_sanntis.gff","NZ_JADEWT010000012.1_sanntis_1","BGC0000546","RiPP","0.600","0.620","partial=00"
"6604","NZ_JADEWT010000015.1","SanntiSv0.9.1","CLUSTER","59742","69390",NA,NA,"GCF_015207505.1_ASM1520750v1_genomic_sanntis.gff","NZ_JADEWT010000015.1_sanntis_1","BGC0000518","RiPP","0.660","0.450","partial=00"
"7578","NZ_JADEWT010000019.1","SanntiSv0.9.1","CLUSTER","10899","68876",NA,NA,"GCF_015207505.1_ASM1520750v1_genomic_sanntis.gff","NZ_JADEWT010000019.1_sanntis_1","BGC0000330","NRP","0.515","0.920","partial=00"
"8554","NZ_JADEWT010000021.1","SanntiSv0.9.1","CLUSTER","26784","31736",NA,NA,"GCF_015207505.1_ASM1520750v1_genomic_sanntis.gff","NZ_JADEWT010000021.1_sanntis_1","BGC0001229","RiPP","0.520","0.720","partial=00"
"9530","NZ_JADEWT010000023.1","SanntiSv0.9.1","CLUSTER","18312","33294",NA,NA,"GCF_015207505.1_ASM1520750v1_genomic_sanntis.gff","NZ_JADEWT010000023.1_sanntis_1","BGC0000929","Other","0.615","0.600","partial=00"
"10502","NZ_JADEWT010000029.1","SanntiSv0.9.1","CLUSTER","3","19839",NA,NA,"GCF_015207505.1_ASM1520750v1_genomic_sanntis.gff","NZ_JADEWT010000029.1_sanntis_1","BGC0000426","NRP","0.556","0.800","partial=10"
"11870","NZ_JADEWT010000029.1","SanntiSv0.9.1","CLUSTER","38913","42068",NA,NA,"GCF_015207505.1_ASM1520750v1_genomic_sanntis.gff","NZ_JADEWT010000029.1_sanntis_2","BGC0000946","Other","0.583","0.440","partial=00"
"12486","NZ_JADEWT010000031.1","SanntiSv0.9.1","CLUSTER","21510","41564",NA,NA,"GCF_015207505.1_ASM1520750v1_genomic_sanntis.gff","NZ_JADEWT010000031.1_sanntis_1","BGC0000868","Other","0.471","0.630","partial=00"
"13448","NZ_JADEWT010000036.1","SanntiSv0.9.1","CLUSTER","130","8379",NA,NA,"GCF_015207505.1_ASM1520750v1_genomic_sanntis.gff","NZ_JADEWT010000036.1_sanntis_1","BGC0001176","RiPP","0.407","0.980","partial=10"
"14408","NZ_JADEWT010000039.1","SanntiSv0.9.1","CLUSTER","2","13825",NA,NA,"GCF_015207505.1_ASM1520750v1_genomic_sanntis.gff","NZ_JADEWT010000039.1_sanntis_1","BGC0000426","NRP","0.364","0.870","partial=10"
"15370","NZ_JADEWT010000042.1","SanntiSv0.9.1","CLUSTER","230","25011",NA,NA,"GCF_015207505.1_ASM1520750v1_genomic_sanntis.gff","NZ_JADEWT010000042.1_sanntis_1","BGC0000801","Saccharide","0.585","0.390","partial=10"
"16337","NZ_JADEWT010000052.1","SanntiSv0.9.1","CLUSTER","29946","32369",NA,NA,"GCF_015207505.1_ASM1520750v1_genomic_sanntis.gff","NZ_JADEWT010000052.1_sanntis_1","BGC0000217","Polyketide","0.615","0.390","partial=00"
"17306","NZ_JADEWT010000055.1","SanntiSv0.9.1","CLUSTER","6464","13400",NA,NA,"GCF_015207505.1_ASM1520750v1_genomic_sanntis.gff","NZ_JADEWT010000055.1_sanntis_1","BGC0000581","RiPP","0.692","0.414","partial=00"
"18277","NZ_JADEWT010000137.1","SanntiSv0.9.1","CLUSTER","419","16218",NA,NA,"GCF_015207505.1_ASM1520750v1_genomic_sanntis.gff","NZ_JADEWT010000137.1_sanntis_1","BGC0000426","NRP","0.348","0.880","partial=11"
"19251","NZ_JADEWT010000139.1","SanntiSv0.9.1","CLUSTER","338","15817",NA,NA,"GCF_015207505.1_ASM1520750v1_genomic_sanntis.gff","NZ_JADEWT010000139.1_sanntis_1","BGC0001993","NRP","0.309","0.990","partial=11"
"11871","NZ_JADEWR010000001.1","SanntiSv0.9.1","CLUSTER","53024","64347",NA,NA,"GCF_015207525.1_ASM1520752v1_genomic_sanntis.gff","NZ_JADEWR010000001.1_sanntis_1","BGC0001380","Saccharide","0.636","0.450","partial=00"
"21418","NZ_JADEWR010000001.1","SanntiSv0.9.1","CLUSTER","379452","384811",NA,NA,"GCF_015207525.1_ASM1520752v1_genomic_sanntis.gff","NZ_JADEWR010000001.1_sanntis_2","BGC0000581","RiPP","0.579","0.637","partial=00"
"3991","NZ_JADEWR010000002.1","SanntiSv0.9.1","CLUSTER","45894","79068",NA,NA,"GCF_015207525.1_ASM1520752v1_genomic_sanntis.gff","NZ_JADEWR010000002.1_sanntis_1","BGC0000732","Saccharide","0.528","0.570","partial=00"
"4741","NZ_JADEWR010000003.1","SanntiSv0.9.1","CLUSTER","242855","262407",NA,NA,"GCF_015207525.1_ASM1520752v1_genomic_sanntis.gff","NZ_JADEWR010000003.1_sanntis_1","BGC0000663","Terpene","0.609","0.390","partial=00"
"5635","NZ_JADEWR010000003.1","SanntiSv0.9.1","CLUSTER","526689","529468",NA,NA,"GCF_015207525.1_ASM1520752v1_genomic_sanntis.gff","NZ_JADEWR010000003.1_sanntis_2","BGC0000660","Terpene","0.455","0.840","partial=00"
"6605","NZ_JADEWR010000006.1","SanntiSv0.9.1","CLUSTER","8494","10576",NA,NA,"GCF_015207525.1_ASM1520752v1_genomic_sanntis.gff","NZ_JADEWR010000006.1_sanntis_1","BGC0001478","Other","0.818","0.410","partial=00"
"7579","NZ_JADEWR010000008.1","SanntiSv0.9.1","CLUSTER","120010","130904",NA,NA,"GCF_015207525.1_ASM1520752v1_genomic_sanntis.gff","NZ_JADEWR010000008.1_sanntis_1","BGC0000772","Saccharide","0.550","0.450","partial=00"
"8555","NZ_JADEWR010000009.1","SanntiSv0.9.1","CLUSTER","167531","181156",NA,NA,"GCF_015207525.1_ASM1520752v1_genomic_sanntis.gff","NZ_JADEWR010000009.1_sanntis_1","BGC0002005","RiPP","0.438","0.800","partial=00"
"9531","NZ_JADEWR010000011.1","SanntiSv0.9.1","CLUSTER","215956","243956",NA,NA,"GCF_015207525.1_ASM1520752v1_genomic_sanntis.gff","NZ_JADEWR010000011.1_sanntis_1","BGC0000752","Saccharide","0.622","0.450","partial=00"
"10503","NZ_JADEWR010000014.1","SanntiSv0.9.1","CLUSTER","46477","70497",NA,NA,"GCF_015207525.1_ASM1520752v1_genomic_sanntis.gff","NZ_JADEWR010000014.1_sanntis_1","BGC0001163","Polyketide","0.478","0.830","partial=00"
"11872","NZ_JADEWR010000018.1","SanntiSv0.9.1","CLUSTER","66745","82776",NA,NA,"GCF_015207525.1_ASM1520752v1_genomic_sanntis.gff","NZ_JADEWR010000018.1_sanntis_1","BGC0000389","NRP","0.469","0.840","partial=00"
"12487","NZ_JADEWR010000021.1","SanntiSv0.9.1","CLUSTER","5729","23188",NA,NA,"GCF_015207525.1_ASM1520752v1_genomic_sanntis.gff","NZ_JADEWR010000021.1_sanntis_1","BGC0000675","Terpene","0.652","0.770","partial=00"
"13449","NZ_JADEWR010000024.1","SanntiSv0.9.1","CLUSTER","2","4760",NA,NA,"GCF_015207525.1_ASM1520752v1_genomic_sanntis.gff","NZ_JADEWR010000024.1_sanntis_1","BGC0000248","Polyketide","0.529","0.460","partial=10"
"14409","NZ_JADEWR010000024.1","SanntiSv0.9.1","CLUSTER","75574","83118",NA,NA,"GCF_015207525.1_ASM1520752v1_genomic_sanntis.gff","NZ_JADEWR010000024.1_sanntis_2","BGC0000790","Saccharide","0.415","0.590","partial=00"
"15371","NZ_JADEWR010000036.1","SanntiSv0.9.1","CLUSTER","1","6510",NA,NA,"GCF_015207525.1_ASM1520752v1_genomic_sanntis.gff","NZ_JADEWR010000036.1_sanntis_1","BGC0000553","RiPP","0.400","0.640","partial=10"
"11873","NZ_JADEWP010000010.1","SanntiSv0.9.1","CLUSTER","1","21787",NA,NA,"GCF_015207535.1_ASM1520753v1_genomic_sanntis.gff","NZ_JADEWP010000010.1_sanntis_1","BGC0000282","Polyketide","0.707","0.620","partial=10"
"21419","NZ_JADEWP010000120.1","SanntiSv0.9.1","CLUSTER","2828","7764",NA,NA,"GCF_015207535.1_ASM1520753v1_genomic_sanntis.gff","NZ_JADEWP010000120.1_sanntis_1","BGC0001904","Polyketide","0.667","0.560","partial=01"
"3992","NZ_JADEWP010000134.1","SanntiSv0.9.1","CLUSTER","1","6991",NA,NA,"GCF_015207535.1_ASM1520753v1_genomic_sanntis.gff","NZ_JADEWP010000134.1_sanntis_1","BGC0000248","Polyketide","0.650","0.610","partial=11"
"4742","NZ_JADEWP010000245.1","SanntiSv0.9.1","CLUSTER","2","2893",NA,NA,"GCF_015207535.1_ASM1520753v1_genomic_sanntis.gff","NZ_JADEWP010000245.1_sanntis_1","BGC0000248","Polyketide","0.538","0.400","partial=11"
"5636","NZ_JADEWP010000263.1","SanntiSv0.9.1","CLUSTER","3","2535",NA,NA,"GCF_015207535.1_ASM1520753v1_genomic_sanntis.gff","NZ_JADEWP010000263.1_sanntis_1","BGC0001217","Other","0.692","0.580","partial=11"
"6606","NZ_JADEWP010000292.1","SanntiSv0.9.1","CLUSTER","1","1925",NA,NA,"GCF_015207535.1_ASM1520753v1_genomic_sanntis.gff","NZ_JADEWP010000292.1_sanntis_1","BGC0000683","Terpene","0.667","0.670","partial=11"
"11874","NZ_JADEWO010000005.1","SanntiSv0.9.1","CLUSTER","18066","45610",NA,NA,"GCF_015207605.1_ASM1520760v1_genomic_sanntis.gff","NZ_JADEWO010000005.1_sanntis_1","BGC0000426","NRP","0.536","0.730","partial=00"
"21420","NZ_JADEWO010000007.1","SanntiSv0.9.1","CLUSTER","146568","169803",NA,NA,"GCF_015207605.1_ASM1520760v1_genomic_sanntis.gff","NZ_JADEWO010000007.1_sanntis_1","BGC0000484","RiPP","0.600","0.410","partial=00"
"3993","NZ_JADEWO010000008.1","SanntiSv0.9.1","CLUSTER","16044","100426",NA,NA,"GCF_015207605.1_ASM1520760v1_genomic_sanntis.gff","NZ_JADEWO010000008.1_sanntis_1","BGC0001019","NRP Polyketide","0.433","0.980","partial=00"
"4743","NZ_JADEWO010000010.1","SanntiSv0.9.1","CLUSTER","47561","83777",NA,NA,"GCF_015207605.1_ASM1520760v1_genomic_sanntis.gff","NZ_JADEWO010000010.1_sanntis_1","BGC0000759","Saccharide","0.613","0.650","partial=00"
"5637","NZ_JADEWO010000016.1","SanntiSv0.9.1","CLUSTER","3","40670",NA,NA,"GCF_015207605.1_ASM1520760v1_genomic_sanntis.gff","NZ_JADEWO010000016.1_sanntis_1","BGC0000731","Saccharide","0.627","0.450","partial=10"
"6607","NZ_JADEWO010000018.1","SanntiSv0.9.1","CLUSTER","19882","46602",NA,NA,"GCF_015207605.1_ASM1520760v1_genomic_sanntis.gff","NZ_JADEWO010000018.1_sanntis_1","BGC0000763","Saccharide","0.625","0.450","partial=00"
"7580","NZ_JADEWO010000019.1","SanntiSv0.9.1","CLUSTER","69574","89096",NA,NA,"GCF_015207605.1_ASM1520760v1_genomic_sanntis.gff","NZ_JADEWO010000019.1_sanntis_1","BGC0000400","NRP","0.581","0.600","partial=00"
"8556","NZ_JADEWO010000025.1","SanntiSv0.9.1","CLUSTER","87469","90601",NA,NA,"GCF_015207605.1_ASM1520760v1_genomic_sanntis.gff","NZ_JADEWO010000025.1_sanntis_1","BGC0000675","Terpene","0.579","0.850","partial=00"
"9532","NZ_JADEWO010000028.1","SanntiSv0.9.1","CLUSTER","80960","85705",NA,NA,"GCF_015207605.1_ASM1520760v1_genomic_sanntis.gff","NZ_JADEWO010000028.1_sanntis_1","BGC0002005","RiPP","0.241","0.780","partial=00"
"10504","NZ_JADEWO010000029.1","SanntiSv0.9.1","CLUSTER","56526","76327",NA,NA,"GCF_015207605.1_ASM1520760v1_genomic_sanntis.gff","NZ_JADEWO010000029.1_sanntis_1","BGC0002005","RiPP","0.511","0.560","partial=00"
"11875","NZ_JADEWO010000037.1","SanntiSv0.9.1","CLUSTER","19494","32077",NA,NA,"GCF_015207605.1_ASM1520760v1_genomic_sanntis.gff","NZ_JADEWO010000037.1_sanntis_1","BGC0001686","NRP","0.492","0.630","partial=00"
"12488","NZ_JADEWO010000054.1","SanntiSv0.9.1","CLUSTER","5402","39090",NA,NA,"GCF_015207605.1_ASM1520760v1_genomic_sanntis.gff","NZ_JADEWO010000054.1_sanntis_1","BGC0000827","Alkaloid","0.719","0.670","partial=01"
"13450","NZ_JADEWO010000078.1","SanntiSv0.9.1","CLUSTER","1","23455",NA,NA,"GCF_015207605.1_ASM1520760v1_genomic_sanntis.gff","NZ_JADEWO010000078.1_sanntis_1","BGC0001727","RiPP","0.633","0.390","partial=11"
"14410","NZ_JADEWO010000082.1","SanntiSv0.9.1","CLUSTER","9622","17820",NA,NA,"GCF_015207605.1_ASM1520760v1_genomic_sanntis.gff","NZ_JADEWO010000082.1_sanntis_1","BGC0002007","Terpene","0.690","0.530","partial=00"
"15372","NZ_JADEWO010000085.1","SanntiSv0.9.1","CLUSTER","3","20430",NA,NA,"GCF_015207605.1_ASM1520760v1_genomic_sanntis.gff","NZ_JADEWO010000085.1_sanntis_1","BGC0000861","Other","0.120","1.000","partial=11"
"16338","NZ_JADEWO010000114.1","SanntiSv0.9.1","CLUSTER","3915","8198",NA,NA,"GCF_015207605.1_ASM1520760v1_genomic_sanntis.gff","NZ_JADEWO010000114.1_sanntis_1","BGC0001887","RiPP","0.364","0.610","partial=01"
"11876","NZ_JADEWM010000001.1","SanntiSv0.9.1","CLUSTER","545421","554098",NA,NA,"GCF_015207615.1_ASM1520761v1_genomic_sanntis.gff","NZ_JADEWM010000001.1_sanntis_1","BGC0000648","Terpene","0.756","0.400","partial=00"
"21421","NZ_JADEWM010000002.1","SanntiSv0.9.1","CLUSTER","97926","109628",NA,NA,"GCF_015207615.1_ASM1520761v1_genomic_sanntis.gff","NZ_JADEWM010000002.1_sanntis_1","BGC0001962","Polyketide","0.176","0.860","partial=00"
"3994","NZ_JADEWM010000002.1","SanntiSv0.9.1","CLUSTER","115287","118784",NA,NA,"GCF_015207615.1_ASM1520761v1_genomic_sanntis.gff","NZ_JADEWM010000002.1_sanntis_2","BGC0000622","RiPP","0.615","0.390","partial=00"
"4744","NZ_JADEWM010000003.1","SanntiSv0.9.1","CLUSTER","317756","328691",NA,NA,"GCF_015207615.1_ASM1520761v1_genomic_sanntis.gff","NZ_JADEWM010000003.1_sanntis_1","BGC0002005","RiPP","0.450","0.670","partial=00"
"5638","NZ_JADEWM010000004.1","SanntiSv0.9.1","CLUSTER","163164","213463",NA,NA,"GCF_015207615.1_ASM1520761v1_genomic_sanntis.gff","NZ_JADEWM010000004.1_sanntis_1","BGC0001904","Polyketide","0.689","0.570","partial=00"
"6608","NZ_JADEWM010000006.1","SanntiSv0.9.1","CLUSTER","103247","107273",NA,NA,"GCF_015207615.1_ASM1520761v1_genomic_sanntis.gff","NZ_JADEWM010000006.1_sanntis_1","BGC0000647","Terpene","0.529","0.690","partial=00"
"7581","NZ_JADEWM010000015.1","SanntiSv0.9.1","CLUSTER","113","5083",NA,NA,"GCF_015207615.1_ASM1520761v1_genomic_sanntis.gff","NZ_JADEWM010000015.1_sanntis_1","BGC0000790","Saccharide","0.474","0.390","partial=10"
"11877","NZ_JADEWK010000002.1","SanntiSv0.9.1","CLUSTER","83796","90786",NA,NA,"GCF_015207645.1_ASM1520764v1_genomic_sanntis.gff","NZ_JADEWK010000002.1_sanntis_1","BGC0001229","RiPP","0.625","0.560","partial=00"
"21422","NZ_JADEWK010000006.1","SanntiSv0.9.1","CLUSTER","25764","41156",NA,NA,"GCF_015207645.1_ASM1520764v1_genomic_sanntis.gff","NZ_JADEWK010000006.1_sanntis_1","BGC0001526","Other","0.265","0.630","partial=00"
"3995","NZ_JADEWK010000029.1","SanntiSv0.9.1","CLUSTER","261","42710",NA,NA,"GCF_015207645.1_ASM1520764v1_genomic_sanntis.gff","NZ_JADEWK010000029.1_sanntis_1","BGC0000786","Saccharide","0.660","0.540","partial=10"
"4745","NZ_JADEWK010000039.1","SanntiSv0.9.1","CLUSTER","1","7423",NA,NA,"GCF_015207645.1_ASM1520764v1_genomic_sanntis.gff","NZ_JADEWK010000039.1_sanntis_1","BGC0001911","Terpene","0.778","0.470","partial=10"
"11878","NZ_JADEWN010000001.1","SanntiSv0.9.1","CLUSTER","20774","80622",NA,NA,"GCF_015207655.1_ASM1520765v1_genomic_sanntis.gff","NZ_JADEWN010000001.1_sanntis_1","BGC0001801","NRP","0.583","0.780","partial=00"
"21423","NZ_JADEWN010000003.1","SanntiSv0.9.1","CLUSTER","37255","52424",NA,NA,"GCF_015207655.1_ASM1520765v1_genomic_sanntis.gff","NZ_JADEWN010000003.1_sanntis_1","BGC0001356","RiPP","0.611","0.700","partial=00"
"3996","NZ_JADEWN010000007.1","SanntiSv0.9.1","CLUSTER","48587","62382",NA,NA,"GCF_015207655.1_ASM1520765v1_genomic_sanntis.gff","NZ_JADEWN010000007.1_sanntis_1","BGC0002005","RiPP","0.542","0.520","partial=00"
"4746","NZ_JADEWN010000008.1","SanntiSv0.9.1","CLUSTER","52473","92229",NA,NA,"GCF_015207655.1_ASM1520765v1_genomic_sanntis.gff","NZ_JADEWN010000008.1_sanntis_1","BGC0000869","Other","0.516","0.880","partial=00"
"5639","NZ_JADEWN010000014.1","SanntiSv0.9.1","CLUSTER","23910","82251",NA,NA,"GCF_015207655.1_ASM1520765v1_genomic_sanntis.gff","NZ_JADEWN010000014.1_sanntis_1","BGC0002001","NRP Polyketide","0.385","0.970","partial=00"
"6609","NZ_JADEWN010000017.1","SanntiSv0.9.1","CLUSTER","28407","33243",NA,NA,"GCF_015207655.1_ASM1520765v1_genomic_sanntis.gff","NZ_JADEWN010000017.1_sanntis_1","BGC0000594","RiPP","0.588","0.470","partial=00"
"7582","NZ_JADEWN010000017.1","SanntiSv0.9.1","CLUSTER","46646","79744",NA,NA,"GCF_015207655.1_ASM1520765v1_genomic_sanntis.gff","NZ_JADEWN010000017.1_sanntis_2","BGC0000298","NRP","0.644","0.550","partial=00"
"8557","NZ_JADEWN010000025.1","SanntiSv0.9.1","CLUSTER","2","23693",NA,NA,"GCF_015207655.1_ASM1520765v1_genomic_sanntis.gff","NZ_JADEWN010000025.1_sanntis_1","BGC0000740","Saccharide","0.667","0.400","partial=10"
"9533","NZ_JADEWN010000027.1","SanntiSv0.9.1","CLUSTER","24408","33460",NA,NA,"GCF_015207655.1_ASM1520765v1_genomic_sanntis.gff","NZ_JADEWN010000027.1_sanntis_1","BGC0000754","Saccharide","0.556","0.420","partial=00"
"10505","NZ_JADEWN010000039.1","SanntiSv0.9.1","CLUSTER","22609","43732",NA,NA,"GCF_015207655.1_ASM1520765v1_genomic_sanntis.gff","NZ_JADEWN010000039.1_sanntis_1","BGC0000782","Saccharide","0.545","0.610","partial=00"
"11879","NZ_JADEWN010000044.1","SanntiSv0.9.1","CLUSTER","28246","35997",NA,NA,"GCF_015207655.1_ASM1520765v1_genomic_sanntis.gff","NZ_JADEWN010000044.1_sanntis_1","BGC0002005","RiPP","0.312","0.710","partial=00"
"12489","NZ_JADEWN010000045.1","SanntiSv0.9.1","CLUSTER","23765","44892",NA,NA,"GCF_015207655.1_ASM1520765v1_genomic_sanntis.gff","NZ_JADEWN010000045.1_sanntis_1","BGC0001224","Other","0.714","0.770","partial=00"
"13451","NZ_JADEWN010000052.1","SanntiSv0.9.1","CLUSTER","23264","38703",NA,NA,"GCF_015207655.1_ASM1520765v1_genomic_sanntis.gff","NZ_JADEWN010000052.1_sanntis_1","BGC0001686","NRP","0.528","0.620","partial=00"
"14411","NZ_JADEWN010000053.1","SanntiSv0.9.1","CLUSTER","95","16116",NA,NA,"GCF_015207655.1_ASM1520765v1_genomic_sanntis.gff","NZ_JADEWN010000053.1_sanntis_1","BGC0000196","Polyketide","0.529","0.690","partial=10"
"15373","NZ_JADEWN010000054.1","SanntiSv0.9.1","CLUSTER","4161","12694",NA,NA,"GCF_015207655.1_ASM1520765v1_genomic_sanntis.gff","NZ_JADEWN010000054.1_sanntis_1","BGC0002005","RiPP","0.405","0.830","partial=00"
"16339","NZ_JADEWN010000055.1","SanntiSv0.9.1","CLUSTER","1","14686",NA,NA,"GCF_015207655.1_ASM1520765v1_genomic_sanntis.gff","NZ_JADEWN010000055.1_sanntis_1","BGC0000546","RiPP","0.467","0.820","partial=10"
"17307","NZ_JADEWN010000059.1","SanntiSv0.9.1","CLUSTER","22506","37044",NA,NA,"GCF_015207655.1_ASM1520765v1_genomic_sanntis.gff","NZ_JADEWN010000059.1_sanntis_1","BGC0001586","Saccharide","0.524","0.520","partial=00"
"18278","NZ_JADEWN010000062.1","SanntiSv0.9.1","CLUSTER","16267","36809",NA,NA,"GCF_015207655.1_ASM1520765v1_genomic_sanntis.gff","NZ_JADEWN010000062.1_sanntis_1","BGC0001525","Other","0.703","0.470","partial=01"
"19252","NZ_JADEWN010000067.1","SanntiSv0.9.1","CLUSTER","290","7552",NA,NA,"GCF_015207655.1_ASM1520765v1_genomic_sanntis.gff","NZ_JADEWN010000067.1_sanntis_1","BGC0002005","RiPP","0.353","0.600","partial=10"
"20214","NZ_JADEWN010000079.1","SanntiSv0.9.1","CLUSTER","276","19748",NA,NA,"GCF_015207655.1_ASM1520765v1_genomic_sanntis.gff","NZ_JADEWN010000079.1_sanntis_1","BGC0000502","RiPP","0.600","0.710","partial=10"
"21424","NZ_JADEWN010000093.1","SanntiSv0.9.1","CLUSTER","520","10913",NA,NA,"GCF_015207655.1_ASM1520765v1_genomic_sanntis.gff","NZ_JADEWN010000093.1_sanntis_1","BGC0000843","Other","0.714","0.550","partial=10"
"22250","NZ_JADEWN010000094.1","SanntiSv0.9.1","CLUSTER","5792","7871",NA,NA,"GCF_015207655.1_ASM1520765v1_genomic_sanntis.gff","NZ_JADEWN010000094.1_sanntis_1","BGC0000660","Terpene","0.333","0.860","partial=00"
"11880","NZ_JADEWL010000001.1","SanntiSv0.9.1","CLUSTER","39942","56387",NA,NA,"GCF_015207665.1_ASM1520766v1_genomic_sanntis.gff","NZ_JADEWL010000001.1_sanntis_1","BGC0000645","Terpene","0.667","0.510","partial=00"
"21425","NZ_JADEWL010000001.1","SanntiSv0.9.1","CLUSTER","92616","119934",NA,NA,"GCF_015207665.1_ASM1520766v1_genomic_sanntis.gff","NZ_JADEWL010000001.1_sanntis_2","BGC0001131","NRP","0.486","0.850","partial=00"
"3997","NZ_JADEWL010000009.1","SanntiSv0.9.1","CLUSTER","89148","104498",NA,NA,"GCF_015207665.1_ASM1520766v1_genomic_sanntis.gff","NZ_JADEWL010000009.1_sanntis_1","BGC0001493","RiPP","0.655","0.830","partial=00"
"4747","NZ_JADEWL010000019.1","SanntiSv0.9.1","CLUSTER","48057","70393",NA,NA,"GCF_015207665.1_ASM1520766v1_genomic_sanntis.gff","NZ_JADEWL010000019.1_sanntis_1","BGC0000868","Other","0.476","0.590","partial=00"
"5640","NZ_JADEWL010000021.1","SanntiSv0.9.1","CLUSTER","171","42312",NA,NA,"GCF_015207665.1_ASM1520766v1_genomic_sanntis.gff","NZ_JADEWL010000021.1_sanntis_1","BGC0001631","NRP Polyketide","0.375","0.980","partial=10"
"6611","NZ_JADEWL010000022.1","SanntiSv0.9.1","CLUSTER","58245","75137",NA,NA,"GCF_015207665.1_ASM1520766v1_genomic_sanntis.gff","NZ_JADEWL010000022.1_sanntis_1","BGC0000869","Other","0.286","0.950","partial=01"
"7583","NZ_JADEWL010000025.1","SanntiSv0.9.1","CLUSTER","119","50287",NA,NA,"GCF_015207665.1_ASM1520766v1_genomic_sanntis.gff","NZ_JADEWL010000025.1_sanntis_1","BGC0001356","RiPP","0.522","0.680","partial=10"
"8558","NZ_JADEWL010000026.1","SanntiSv0.9.1","CLUSTER","34245","61132",NA,NA,"GCF_015207665.1_ASM1520766v1_genomic_sanntis.gff","NZ_JADEWL010000026.1_sanntis_1","BGC0001112","NRP Polyketide","0.386","1.000","partial=01"
"9534","NZ_JADEWL010000027.1","SanntiSv0.9.1","CLUSTER","6305","9286",NA,NA,"GCF_015207665.1_ASM1520766v1_genomic_sanntis.gff","NZ_JADEWL010000027.1_sanntis_1","BGC0000593","RiPP","0.538","0.520","partial=00"
"10506","NZ_JADEWL010000030.1","SanntiSv0.9.1","CLUSTER","3958","25204",NA,NA,"GCF_015207665.1_ASM1520766v1_genomic_sanntis.gff","NZ_JADEWL010000030.1_sanntis_1","BGC0001586","Saccharide","0.615","0.410","partial=00"
"11881","NZ_JADEWL010000031.1","SanntiSv0.9.1","CLUSTER","8810","23228",NA,NA,"GCF_015207665.1_ASM1520766v1_genomic_sanntis.gff","NZ_JADEWL010000031.1_sanntis_1","BGC0000480","RiPP","0.236","0.950","partial=00"
"12490","NZ_JADEWL010000032.1","SanntiSv0.9.1","CLUSTER","19119","34375",NA,NA,"GCF_015207665.1_ASM1520766v1_genomic_sanntis.gff","NZ_JADEWL010000032.1_sanntis_1","BGC0000868","Other","0.641","0.810","partial=00"
