accession,genus_species,genus,isolation_source_host_focus,isolation_source,symbiosis_type,host_identity,habitat_classification,family,order
GCF_014698305.1_ASM1469830v1_genomic,Anabaena lutea,Anabaena,Unspecified,Unspecified,,Unspecified,Unspecified,Aphanizomenonaceae,Nostocales
GCF_014698355.1_ASM1469835v1_genomic,Anabaena variabilis,Anabaena,Unspecified,Unspecified,,Unspecified,Unspecified,Aphanizomenonaceae,Nostocales
GCF_014698475.1_ASM1469847v1_genomic,Nostoc spongiaeforme,Nostoc,Unspecified,Unknown,,Unspecified,Unspecified,Nostocaceae,Nostocales
GCF_014698525.1_ASM1469852v1_genomic,Nostoc linckia,Nostoc,Unspecified,Unknown,,Unspecified,Unspecified,Nostocaceae,Nostocales
GCF_014698735.1_ASM1469873v1_genomic,Anabaena catenula,Anabaena,Unspecified,Unspecified,,Unspecified,Unspecified,Aphanizomenonaceae,Nostocales
GCF_015206815.1_ASM1520681v1_genomic,Fortiea sp.,Fortiea,Unspecified,Unspecified,,Unspecified,Unspecified,Fortieaceae,Nostocales
GCF_019800585.1_ASM1980058v1_genomic,Anabaena sp.,Anabaena,Unspecified,Unknown,,Unspecified,Unspecified,Aphanizomenonaceae,Nostocales
GCF_019800605.1_Anabaena_cylindrica_ATCC_29414_vegetative_cell_genome_assembly_genomic,Anabaena sp.,Anabaena,Unspecified,Unknown,,Unspecified,Unspecified,Aphanizomenonaceae,Nostocales
GCF_019973055.1_ASM1997305v1_genomic,Rivularia sp.,Rivularia,Unspecified,Unknown,,Unspecified,Unspecified,Rivulariaceae,Nostocales
GCF_019977735.1_ASM1997773v1_genomic,Calothrix sp.,Calothrix,Unspecified,Unknown,,Unspecified,Unspecified,Calotrichaceae,Nostocales
GCF_020514015.1_ASM2051401v1_genomic,Synechococcus sp. ,Synechococcus,Unspecified,Unknown,,Unspecified,Unspecified,Synechococcaceae,Synechococcales
GCF_022372495.1_ASM2237249v1_genomic,Leptolyngbya boryana,Leptolyngbya,Unspecified,Unknown,,Unspecified,Unspecified,Leptolyngbyaceae,Synechococcales
GCF_022984345.1_ASM2298434v1_genomic,Synechococcus elongatus,Synechococcus,Unspecified,Unknown,,Unspecified,Unspecified,Synechococcaceae,Synechococcales
GCF_023701635.1_ASM2370163v1_genomic,Anabaena sp.,Anabaena,Unspecified,Unknown,,Unspecified,Unspecified,Aphanizomenonaceae,Nostocales
GCF_024347835.1_ASM2434783v1_genomic,Acaryochloris marina,Acaryochloris,Unspecified,Unknown,,Unspecified,Unspecified,Acaryochloridaceae,Acaryochloridales
GCF_025200965.1_ASM2520096v1_genomic,Arthrospira platensis,Arthrospira,Unspecified,Unknown,,Unspecified,Unspecified,Microcoleaceae,Oscillatoriales
GCF_900009265.2_PCC_9631_PRJEB10994_v2_genomic,Planktothrix paucivesiculata,Planktothrix,Unspecified,Unknown,,Unspecified,Unspecified,Oscillatoriaceae,Oscillatoriales
GCF_900177365.1_IMG-taxon_2708742537_annotated_assembly_genomic,Synechococcus sp. ,Synechococcus,Unspecified,Unknown,,Unspecified,Unspecified,Synechococcaceae,Synechococcales
GCF_900177825.1_IMG-taxon_2708742468_annotated_assembly_genomic,Synechococcus sp. ,Synechococcus,Unspecified,Unknown,,Unspecified,Unspecified,Synechococcaceae,Synechococcales
GCF_903969095.1_PL10110_genomic,Planktothrix agardhii,Planktothrix,Unspecified,Unknown,,Unspecified,Unspecified,Oscillatoriaceae,Oscillatoriales
GCF_904830765.1_PA_NIVACYA_genomic,Planktothrix agardhii,Planktothrix,Unspecified,Unknown,,Unspecified,Unspecified,Oscillatoriaceae,Oscillatoriales
GCF_904830775.1_P._agardhii_No.2A_genomic,Planktothrix agardhii,Planktothrix,Unspecified,Unknown,,Unspecified,Unspecified,Oscillatoriaceae,Oscillatoriales
GCF_904830845.1_PA_No.365_genomic,Planktothrix agardhii,Planktothrix,Unspecified,Unknown,,Unspecified,Unspecified,Oscillatoriaceae,Oscillatoriales
GCF_904830855.1_PA_No.66_genomic,Planktothrix agardhii,Planktothrix,Unspecified,Unknown,,Unspecified,Unspecified,Oscillatoriaceae,Oscillatoriales
GCF_904830915.1_P._agardhii_PCC7805_genomic,Planktothrix agardhii,Planktothrix,Unspecified,Unknown,,Unspecified,Unspecified,Oscillatoriaceae,Oscillatoriales
GCF_904830925.1_P._pseudagardhii_No.713_genomic,Planktothrix agardhii,Planktothrix,Unspecified,Unknown,,Unspecified,Unspecified,Oscillatoriaceae,Oscillatoriales
GCF_904830935.1_P._agardhii_No.976_genomic,Planktothrix agardhii,Planktothrix,Unspecified,Unknown,,Unspecified,Unspecified,Oscillatoriaceae,Oscillatoriales
GCF_904830945.1_P._agardhii_No.758_genomic,Planktothrix agardhii,Planktothrix,Unspecified,Unknown,,Unspecified,Unspecified,Oscillatoriaceae,Oscillatoriales
